,acc_watch_x,acc_watch_y,acc_watch_z,hr_watch_rate,bedtime_clock,avg_bedtime_clock,bedtime_90minutes,avg_bedtime_90minutes,labelUndefined,labelWake,labelN2,labelN1,labelN3,labelREM,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8
1971-01-01 01:06:40.015622140,0.5031530668604651,0.3537351011627907,-0.10848928488372094,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.10171222233101897,-0.5408505913977798,0.4037693333771664,0.5397694619166019,0.4669490757152765,0.09155009516615517,0.6291499388394293,-0.1690961205298753
1971-01-01 01:06:43.015622140,0.5031530668604651,0.3537351011627907,-0.10848928488372094,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.10171222233101897,-0.5408505913977798,0.4037693333771664,0.5397694619166019,0.4669490757152765,0.09155009516615517,0.6291499388394293,-0.1690961205298753
1971-01-01 01:06:46.015622140,0.5031530668604651,0.3537351011627907,-0.10848928488372094,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.10171222233101897,-0.5408505913977798,0.4037693333771664,0.5397694619166019,0.4669490757152765,0.09155009516615517,0.6291499388394293,-0.1690961205298753
1971-01-01 01:06:49.015622140,0.5031530668604651,0.35227368596491226,-0.11378648479532165,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.10374589500850596,-0.5398960566153503,0.40413335990478,0.5390058433350239,0.4664277484972152,0.09216628846047564,0.6297704475924234,-0.17004624702093232
1971-01-01 01:06:52.015622140,0.5031530668604651,0.3581682255813954,-0.10537497906976744,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.10090325610273748,-0.5416629911251538,0.4027112222017632,0.5406207309623129,0.46863810894248165,0.09124042051161743,0.6282796399654875,-0.1682181626197997
1971-01-01 01:06:55.015622140,0.5031530668604651,0.3592792770348837,-0.10925559098837208,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.10262911117319674,-0.5411170695250774,0.40246263610404887,0.5403069142138308,0.46910014366905334,0.09172393586857172,0.628425641380523,-0.16871925379384148
1971-01-01 01:06:58.015622140,0.5031530668604651,0.3603903284883721,-0.11313620290697672,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.10435496624365602,-0.5405711479250012,0.40221405000633453,0.5399930974653486,0.46956217839562503,0.09220745122552601,0.6285716427955585,-0.16922034496788332
1971-01-01 01:07:01.015622140,0.5031530668604651,0.46390688430232563,-0.10616267122093023,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.11266895908240311,-0.5489687567691883,0.37774060682743227,0.552434879206376,0.5095484638293177,0.09289132246268289,0.6133856542461542,-0.15889131142251875
1971-01-01 01:07:04.015622140,0.5031530668604651,0.5674234401162791,-0.09918913953488373,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.1209829519211502,-0.5573663656133755,0.35326716364853,0.5648766609474033,0.5495347492630105,0.0935751936998398,0.5981996656967498,-0.14856227787715418
1971-01-01 01:07:07.015622140,0.5031530668604651,0.4999497255813954,-0.09833266589147287,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.11332864514680037,-0.5527613247308469,0.3692000960876585,0.5573778612166806,0.5234261864685575,0.09247912788473733,0.6076761414250638,-0.15445916519414274
1971-01-01 01:07:10.015622140,0.5031530668604651,0.4324760110465117,-0.09747619224806202,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.10567433837245054,-0.5481562838483185,0.3851330285267871,0.549879061485958,0.49731762367410454,0.09138306206963487,0.6171526171533777,-0.16035605251113141
1971-01-01 01:07:13.015622140,0.5031530668604651,0.3650022965116279,-0.09661971860465116,86.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.09802003159810072,-0.5435512429657899,0.4010659609659157,0.5423802617552353,0.4712090608796515,0.0902869962545324,0.6266290928816917,-0.16625293982811998
1971-01-01 01:07:16.015622140,0.5031530668604651,0.3690850901162791,-0.09849530697674418,82.5,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.08562192065704716,-0.5313994517683465,0.39048306635390645,0.5332293361473324,0.45836706118609144,0.09519376992238852,0.5440932923268214,-0.22196556041856835
1971-01-01 01:07:19.015622140,0.5031530668604651,0.37316788372093024,-0.1003708953488372,79.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.07322380971599356,-0.519247660570903,0.37990017174189716,0.5240784105394294,0.4455250614925312,0.10010054359024464,0.4615574917719511,-0.27767818100901664
1971-01-01 01:07:22.015622140,0.5031530668604651,0.34906369593023256,-0.12154787151162788,79.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.07937823207262115,-0.514148020586308,0.38566854581804905,0.5189698706365029,0.43637654849833435,0.10229519642204725,0.4666210621048686,-0.28310842407397185
1971-01-01 01:07:25.015622140,0.5031530668604651,0.4476034180232558,0.04635800697674422,79.66666666666667,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.02315953262116294,-0.5503862168007454,0.36363068453440367,0.5508427330144949,0.47585060470443,0.08265192405544858,0.4552062448133907,-0.23769994522499696
1971-01-01 01:07:28.015622140,0.5031530668604651,0.5461431401162791,0.21426388546511632,80.33333333333333,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,0.03305916683029527,-0.5866244130151829,0.3415928232507583,0.5827155953924869,0.5153246609105255,0.06300865168884989,0.44379142752191253,-0.1922914663760223
1971-01-01 01:07:31.015622140,0.5031530668604651,0.6446828622093023,0.3821697639534884,81.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,0.08927786628175338,-0.6228626092296202,0.31955496196711297,0.6145884577704789,0.5547987171166212,0.043365379322251235,0.4323766102304348,-0.14688298752704743
1971-01-01 01:07:34.015622140,0.11517329593023257,0.669421927616279,-0.024344070058139544,81.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,,,,,,,-0.14241153992091157,-0.5483009697869036,0.3734844881402056,0.5044465235173614,0.5146674996736877,0.13988307191798582,0.3332596832721491,-0.013703219551302359
1971-01-01 01:07:37.015622140,-0.272806475,0.6941609930232558,-0.4308579040697675,81.0,0.004077471967380225,-0.6238532110091743,0.043478260869565216,-0.6739130434782609,1.0,0.0,0.0,0.0,0.0,0.0,-0.37410094612357664,-0.4737393303441869,0.4274140143132983,0.3943045892642438,0.47453628223075445,0.2364007645137204,0.23414275631386353,0.11947654842444275
1971-01-01 01:07:40.015622140,0.3621021558139535,0.7060349930232558,-0.2099540162790698,81.0,0.004281345565749235,-0.6236493374108053,0.04565217391304348,-0.6760869565217391,1.0,0.0,0.0,0.0,0.0,0.0,-0.1849783737239812,-0.5291680408601794,0.3278172174039046,0.5303036888720388,0.5634310667753485,0.13262980623728352,0.423617816459495,-0.1626112803749356
1971-01-01 01:07:43.015622140,0.3527495218992248,0.6501487319767442,-0.37945751686046514,81.33333333333333,0.004485219164118247,-0.6234454638124364,0.04782608695652174,-0.6782608695652174,,,,,,,-0.2523403877080433,-0.5000583413781315,0.3433822289155958,0.5042400435051493,0.5425924332904957,0.15282477779447431,0.44948281305396753,-0.18392426335492465
1971-01-01 01:07:46.015622140,0.34339688798449614,0.5942624709302325,-0.5489610174418604,81.66666666666667,0.004689092762487258,-0.6232415902140673,0.05,-0.6804347826086956,,,,,,,-0.3197024016921054,-0.4709486418960836,0.3589472404272869,0.4781763981382598,0.5217537998056431,0.17301974935166511,0.47534780964844037,-0.20523724633491333
